tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2000,4,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,100,157200,0.5902,161.87,-0.0676,55,78940,0.4211,163.26,0.0237,45,78260,0.7608,160.48,-0.1458,2000410874CAK
Table 7,2006,2,32323,"Wilmington, NC",12323,ILM,42,95110,0.0000,224.14,0.0098,29,77220,0.0000,211.94,-0.0313,13,17890,0.0000,276.80,0.1747,2006212323ILM
Table 7,2006,4,31136,"Jacksonville, FL",12451,JAX,95,1256610,0.7909,158.62,-0.0767,31,550980,0.8625,134.76,-0.1002,64,705630,0.7350,177.25,-0.0623,2006412451JAX
Table 7,1998,4,35096,"Syracuse, NY",15096,SYR,67,370960,0.0000,194.72,0.1167,31,160870,0.0000,196.03,0.4530,36,210090,0.0000,193.71,-0.0531,1998415096SYR
Table 7,2000,3,32206,"Harlingen/San Benito, TX",12206,HRL,27,140360,0.9181,120.69,-0.3080,10,114240,0.9274,104.87,-0.3632,17,26120,0.8771,189.90,-0.1245,2000312206HRL
Table 7,2003,4,31481,"Panama City, FL",14078,PFN,21,27000,0.0000,190.74,0.0816,1,4730,0.0000,135.29,-0.3085,20,22270,0.0000,202.51,0.1757,2003414078PFN
Table 7,2000,1,30852,"Washington, DC (Metropolitan Area)",11278,DCA,179,2329020,0.0000,206.89,0.3391,85,1378380,0.0000,189.28,0.7347,94,950640,0.0000,232.43,0.0550,2000111278DCA
Table 7,2001,2,34574,"Roanoke, VA",14574,ROA,38,70140,0.0000,237.09,0.1615,21,41300,0.0000,227.34,0.1640,17,28840,0.0000,251.05,0.1583,2001214574ROA
Table 7,1997,4,30693,"Nashville, TN",10693,BNA,106,1400870,0.5873,147.60,-0.1351,62,909500,0.5521,131.78,-0.1562,44,491370,0.6525,176.87,-0.1043,1997410693BNA
Table 7,2000,1,31150,"Columbus, GA",11150,CSG,8,4720,0.0000,191.10,0.0534,3,2710,0.0000,196.40,0.1045,5,2010,0.0000,183.96,-0.0125,2000111150CSG
Table 7,2005,1,31638,"Fresno, CA",11638,FAT,36,101900,0.0000,198.72,-0.0020,9,47470,0.0000,144.21,-0.1172,27,54430,0.0000,246.25,0.0692,2005111638FAT
Table 7,1996,4,31481,"Panama City, FL",14078,PFN,13,16610,0.0000,179.47,0.0508,1,3830,0.0000,155.95,-0.2204,12,12780,0.0000,186.52,0.1511,1996414078PFN
Table 7,1999,3,34689,"Santa Barbara, CA",14689,SBA,26,93780,0.0000,204.55,0.1247,7,37910,0.0000,124.58,0.2306,19,55870,0.0000,258.82,0.0939,1999314689SBA
Table 7,1997,2,34689,"Santa Barbara, CA",14689,SBA,26,78380,0.0000,177.83,-0.0377,6,30870,0.0000,93.50,-0.0650,20,47510,0.0000,232.63,-0.0303,1997214689SBA
Table 7,2000,2,30721,"Boston, MA (Metropolitan Area)",14307,PVD,153,1239930,0.6472,168.53,-0.1755,43,385620,0.5580,151.61,0.1951,110,854310,0.6875,176.16,-0.2641,2000214307PVD
Table 7,2006,4,30466,"Phoenix, AZ",14107,PHX,153,5582210,0.7762,160.77,-0.0505,31,2231800,0.9189,111.65,-0.0799,122,3350410,0.6811,193.49,-0.0386,2006414107PHX
Table 7,1997,4,31252,"Daytona Beach, FL",11252,DAB,33,96140,0.0000,145.85,-0.2340,6,21120,0.0000,134.76,-0.2147,27,75020,0.0000,148.97,-0.2388,1997411252DAB
Table 7,2000,4,33851,"Oklahoma City, OK",13851,OKC,84,659230,0.7212,164.62,-0.1412,31,300350,0.7685,130.90,-0.2498,53,358880,0.6816,192.83,-0.0643,2000413851OKC
Table 7,2001,2,31641,"Fayetteville, NC",11641,FAY,19,22000,0.0000,169.02,-0.1119,19,22000,0.0000,169.02,-0.1119,,,,,,2001211641FAY
Table 7,1996,4,34614,"Salt Lake City, UT",14869,SLC,85,1448690,0.6881,128.62,-0.2309,27,833740,0.8611,86.43,-0.3692,58,614950,0.4535,185.81,-0.1076,1996414869SLC
Table 7,2001,2,33851,"Oklahoma City, OK",13851,OKC,84,702590,0.7283,163.62,-0.1295,31,309040,0.7655,133.00,-0.2267,53,393550,0.6990,187.67,-0.0641,2001213851OKC
Table 7,1999,4,31057,"Charlotte, NC",11057,CLT,99,1209150,0.0000,243.09,0.4969,63,895630,0.0000,227.44,0.6021,36,313520,0.0000,287.79,0.3037,1999411057CLT
Table 7,2002,1,31481,"Panama City, FL",14078,PFN,16,23600,0.0000,164.98,-0.0323,1,3980,0.0000,103.47,-0.5155,15,19620,0.0000,177.46,0.0971,2002114078PFN
Table 7,1997,4,32448,"Jackson/Vicksburg, MS",12448,JAN,55,209340,0.5242,157.83,-0.1351,25,125890,0.4663,140.56,-0.1822,30,83450,0.6116,183.88,-0.0736,1997412448JAN
Table 7,1996,2,34574,"Roanoke, VA",14574,ROA,31,59510,0.0000,222.53,0.1827,17,40280,0.0000,199.40,0.1545,14,19230,0.0000,270.99,0.2289,1996214574ROA
Table 7,1997,2,30466,"Phoenix, AZ",14107,PHX,140,3698100,0.6668,148.59,-0.1743,26,1427600,0.9065,91.08,-0.2882,114,2270500,0.5160,184.74,-0.1311,1997214107PHX
Table 7,2001,1,32124,"Hilton Head, SC",12124,HHH,12,9950,0.0000,187.25,-0.0335,9,7660,0.0000,194.78,0.0077,3,2290,0.0000,162.05,-0.1699,2001112124HHH
Table 7,2001,2,30980,"Chattanooga, TN",10980,CHA,39,73900,0.0000,206.46,0.0788,20,51690,0.0000,195.18,0.0521,19,22210,0.0000,232.72,0.1351,2001210980CHA
Table 7,1996,3,33076,"La Crosse, WI",13076,LSE,11,8200,0.0000,196.57,-0.0176,1,2300,0.0000,199.74,0.0235,10,5900,0.0000,195.33,-0.0331,1996313076LSE
Table 7,1999,1,35380,"Traverse City, MI",15380,TVC,12,18310,0.0000,173.19,-0.1739,8,8080,0.0000,158.25,-0.2353,4,10230,0.0000,185.00,-0.1266,1999115380TVC
Table 7,1997,1,34570,"Reno, NV",14570,RNO,72,780650,0.6771,108.54,-0.3613,21,469630,0.9250,74.46,-0.4351,51,311020,0.3027,160.00,-0.2967,1997114570RNO
Table 7,2007,2,31454,"Orlando, FL",13204,MCO,149,6772600,0.9049,150.58,-0.1469,33,810990,0.8714,146.56,-0.0587,116,5961610,0.9095,151.12,-0.1573,2007213204MCO
Table 7,2002,4,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,144,2919790,0.0673,225.87,0.1572,21,883910,0.0000,120.59,-0.0694,123,2035880,0.0965,271.58,0.2141,2002414771SFO
Table 7,2005,2,34653,"Tulsa, OK",15370,TUL,75,583510,0.7047,163.54,-0.0655,27,300870,0.6724,135.98,-0.1213,48,282640,0.7392,192.88,-0.0187,2005215370TUL
Table 7,2000,4,30721,"Boston, MA (Metropolitan Area)",14307,PVD,151,1165920,0.6741,169.02,-0.1320,45,385890,0.5938,147.63,0.2475,106,780030,0.7138,179.60,-0.2276,2000414307PVD
Table 7,2001,2,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,35,67900,0.0000,218.27,0.1027,17,30630,0.0000,229.65,0.1300,18,37270,0.0000,208.92,0.0792,2001213184MBS
Table 7,1998,3,33277,"Montgomery, AL",13277,MGM,26,44040,0.0000,205.50,0.0917,13,31620,0.0000,185.44,-0.0042,13,12420,0.0000,256.57,0.3269,1998313277MGM
Table 7,2003,3,31977,"Green Bay, WI",11977,GRB,41,105650,0.0000,193.86,0.0455,12,30520,0.0000,190.86,0.1780,29,75130,0.0000,195.08,0.0008,2003311977GRB
Table 7,1999,4,30559,"Seattle, WA",14747,SEA,147,3544920,0.6485,174.27,-0.1268,32,1047710,0.6303,98.96,-0.3094,115,2497210,0.6562,205.87,-0.0776,1999414747SEA
Table 7,1996,3,34574,"Roanoke, VA",14574,ROA,31,57300,0.0000,239.28,0.2529,16,36270,0.0000,216.74,0.2767,15,21030,0.0000,278.17,0.2224,1996314574ROA
Table 7,1998,3,30647,"Cleveland, OH (Metropolitan Area)",11042,CLE,112,1699050,0.4515,172.40,0.0616,63,988510,0.3976,158.30,0.1978,49,710540,0.5264,192.02,-0.0608,1998311042CLE
Table 7,2005,4,30620,"Billings, MT",10620,BIL,34,108230,0.3730,206.31,-0.0050,5,41480,0.4689,192.11,-0.0099,29,66750,0.3134,215.13,-0.0023,2005410620BIL
Table 7,1998,2,31973,"Gulfport/Biloxi, MS",11973,GPT,15,20140,0.0000,144.38,-0.2135,8,13580,0.0000,121.91,-0.3166,7,6560,0.0000,190.91,-0.0178,1998211973GPT
Table 7,2005,2,31603,"Eugene, OR",11603,EUG,30,68320,0.0000,201.32,-0.0524,5,16740,0.0000,166.00,-0.2422,25,51580,0.0000,212.79,0.0118,2005211603EUG
Table 7,2005,3,30285,"Durango, CO",11413,DRO,18,19230,0.0000,222.53,0.3061,6,10380,0.0000,193.12,0.6003,12,8850,0.0000,257.03,0.1240,2005311413DRO
Table 7,1999,3,33728,"Pensacola, FL",14193,PNS,49,154810,0.0000,196.15,0.0298,18,64200,0.0000,188.56,0.0239,31,90610,0.0000,201.53,0.0338,1999314193PNS
Table 7,2005,1,31066,"Columbus, OH",11066,CMH,84,1035130,0.5053,159.91,-0.0085,44,492400,0.3220,145.69,0.1085,40,542730,0.6717,172.82,-0.0825,2005111066CMH
Table 7,1998,3,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,10,16020,0.0000,136.54,-0.2619,3,9710,0.0000,108.72,-0.3460,7,6310,0.0000,179.34,-0.1614,1998314698SBP
Table 7,1998,1,30208,"Augusta, GA",10208,AGS,21,29120,0.0000,235.83,0.0736,14,23200,0.0000,217.14,-0.0079,7,5920,0.0000,309.08,0.3869,1998110208AGS
Table 7,1996,2,33244,"Memphis, TN",13244,MEM,84,672560,0.0000,194.71,0.2198,45,405350,0.0000,179.42,0.1769,39,267210,0.0000,217.90,0.2779,1996213244MEM
Table 7,2000,4,31995,"Greensboro/High Point, NC",11995,GSO,70,544690,0.3537,184.49,0.0127,43,419840,0.3797,166.84,0.0085,27,124850,0.2664,243.82,0.0225,2000411995GSO
Table 7,1999,1,31067,"Champaign/Urbana, IL",11067,CMI,18,16600,0.0000,210.34,-0.0378,3,4230,0.0000,164.65,-0.1853,15,12370,0.0000,225.97,0.0076,1999111067CMI
Table 7,2005,3,30562,"Mobile, AL",13422,MOB,38,77680,0.0000,246.38,0.3181,9,27670,0.0000,225.22,0.4021,29,50010,0.0000,258.09,0.2811,2005313422MOB
Table 7,2000,4,30423,"Austin, TX",10423,AUS,99,1479020,0.6933,194.07,0.1048,25,484780,0.8350,116.33,-0.1253,74,994240,0.6242,231.97,0.1808,2000410423AUS
Table 7,2002,3,31453,"Houston, TX",11495,EFD,102,19580,0.0000,184.32,0.1369,32,4030,0.0000,132.22,-0.0258,70,15550,0.0000,197.82,0.1707,2002311495EFD
Table 7,2002,2,34262,"Palm Springs, CA",14262,PSP,33,146220,0.0000,199.46,0.0491,6,38140,0.0000,126.26,-0.1220,27,108080,0.0000,225.29,0.0912,2002214262PSP
Table 7,2004,2,32124,"Hilton Head, SC",12124,HHH,12,15540,0.0000,185.68,0.1507,9,12950,0.0000,179.79,0.1375,3,2590,0.0000,215.11,0.2091,2004212124HHH
Table 7,2007,3,30721,"Boston, MA (Metropolitan Area)",14307,PVD,156,1171880,0.7909,169.16,-0.0286,41,380930,0.7915,136.99,0.1438,115,790950,0.7906,184.66,-0.0782,2007314307PVD
Table 7,2007,2,32884,"Lansing, MI",12884,LAN,30,67560,0.0000,178.53,-0.1451,16,22870,0.0000,225.26,0.1115,14,44690,0.0000,154.61,-0.2707,2007212884LAN
Table 7,2006,1,31295,"Detroit, MI",11433,DTW,115,2977670,0.7977,186.69,0.0830,58,1229630,0.6416,189.75,0.2692,57,1748040,0.9074,184.53,-0.0209,2006111433DTW
Table 7,2007,1,31884,"Spokane, WA",11884,GEG,57,569870,0.9494,147.83,-0.1290,9,299250,0.9872,101.57,-0.2353,48,270620,0.9075,198.98,-0.0549,2007111884GEG
Table 7,1999,1,34614,"Salt Lake City, UT",14869,SLC,98,1831260,0.6314,157.90,-0.1467,29,1042290,0.8618,107.61,-0.2645,69,788970,0.3270,224.35,-0.0502,1999114869SLC
Table 7,2000,2,31267,"Dayton, OH",11267,DAY,67,470630,0.3759,184.21,-0.0483,35,270340,0.3507,181.54,0.0115,32,200290,0.4100,187.82,-0.1165,2000211267DAY
Table 7,2003,1,34057,"Portland, OR",14057,PDX,100,1599610,0.7342,156.35,-0.0933,19,525950,0.7377,105.20,-0.2259,81,1073660,0.7325,181.40,-0.0469,2003114057PDX
Table 7,1999,4,32280,"Idaho Falls, ID",12280,IDA,10,18550,0.0000,144.91,-0.2212,10,18550,0.0000,144.91,-0.2212,,,,,,1999412280IDA
Table 7,2005,1,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,180,1843940,0.5175,157.36,-0.0036,24,836350,0.8451,102.52,-0.1610,156,1007590,0.2456,202.89,0.0815,2005114908SNA
Table 7,2004,4,30194,"Dallas/Fort Worth, TX",11259,DAL,113,879750,0.9924,101.93,-0.1630,41,856690,0.9965,98.98,-0.1755,72,23060,0.8395,211.76,0.1357,2004411259DAL
Table 7,2002,1,32547,"Rochester, MN",14633,RST,19,18340,0.0000,244.86,0.3824,2,3810,0.0000,210.32,3.5401,17,14530,0.0000,253.91,0.2010,2002114633RST
Table 7,1996,1,30372,"Aspen, CO",10372,ASE,31,117210,0.0000,206.23,0.2285,7,54420,0.0000,134.94,-0.0429,24,62790,0.0000,268.01,0.4020,1996110372ASE
Table 7,2004,4,31577,"Erie, PA",11577,ERI,29,46620,0.0000,139.46,-0.2425,17,21890,0.0000,137.88,-0.1547,12,24730,0.0000,140.85,-0.3050,2004411577ERI
Table 7,2003,4,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,12,31080,0.0000,183.76,-0.1046,1,4750,0.0000,212.43,0.1949,11,26330,0.0000,178.59,-0.1503,2003410434AVP
Table 7,2004,3,35165,"Toledo, OH",15295,TOL,34,70360,0.0000,159.22,-0.1629,16,35800,0.0000,152.07,-0.1023,18,34560,0.0000,166.62,-0.2131,2004315295TOL
Table 7,2001,3,33029,"Lincoln, NE",13029,LNK,28,46960,0.0000,166.83,-0.1128,7,17920,0.0000,156.63,-0.0833,21,29040,0.0000,173.12,-0.1284,2001313029LNK
Table 7,1999,1,31295,"Detroit, MI",11433,DTW,127,2745580,0.4661,178.17,0.0132,69,1396300,0.2465,161.95,0.1698,58,1349280,0.6934,194.96,-0.0913,1999111433DTW
Table 7,1997,1,33192,"Sacramento, CA",14893,SMF,66,899980,0.7217,132.13,-0.2240,12,593860,0.9011,80.34,-0.4080,54,306120,0.3736,232.60,-0.0198,1997114893SMF
Table 7,1996,4,35380,"Traverse City, MI",15380,TVC,15,15870,0.0000,188.47,-0.0296,11,11390,0.0000,183.60,-0.0081,4,4480,0.0000,200.85,-0.0761,1996415380TVC
Table 7,2000,4,33076,"La Crosse, WI",13076,LSE,10,6800,0.0000,262.17,0.1948,2,2690,0.0000,250.97,0.0177,8,4110,0.0000,269.50,0.3364,2000413076LSE
Table 7,1997,1,30977,"Chicago, IL",10986,CHI,76,5500,0.0236,285.21,0.3724,30,1850,0.0000,231.62,0.3490,46,3650,0.0356,312.37,0.3814,1997110986CHI
Table 7,2007,3,30994,"Charleston, SC",10994,CHS,71,437530,0.7906,187.70,-0.0495,39,267470,0.8518,168.04,-0.1128,32,170060,0.6943,218.62,0.0401,2007310994CHS
Table 7,1999,2,32070,"Harrisburg, PA",13230,MDT,53,226440,0.0000,222.51,0.1255,25,99560,0.0000,230.88,0.4452,28,126880,0.0000,215.94,-0.0507,1999213230MDT
Table 7,1997,2,30329,"Naples, FL",10329,APF,15,9900,0.0000,141.04,-0.1648,1,1940,0.0000,106.01,0.6479,14,7960,0.0000,149.58,-0.2303,1997210329APF
Table 7,1998,4,31267,"Dayton, OH",11267,DAY,66,404960,0.3446,178.42,-0.0075,33,213200,0.3146,179.59,0.1077,33,191760,0.3779,177.11,-0.1117,1998411267DAY
Table 7,2000,4,31650,"Minneapolis/St. Paul, MN",13487,MSP,141,3152590,0.5527,215.21,0.2001,52,1069870,0.5079,187.57,0.2842,89,2082720,0.5757,229.41,0.1680,2000413487MSP
Table 7,2005,1,30852,"Washington, DC (Metropolitan Area)",10821,BWI,177,2848650,0.8575,142.38,-0.1054,82,1152410,0.8051,115.92,-0.1045,95,1696240,0.8931,160.36,-0.1058,2005110821BWI
Table 7,2006,2,30372,"Aspen, CO",10372,ASE,20,25890,0.0000,329.67,0.5059,6,9950,0.0000,281.70,0.2764,14,15940,0.0000,359.61,0.6512,2006210372ASE
Table 7,2002,3,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,17,37250,0.0000,201.78,-0.0157,3,9220,0.0000,244.50,0.1819,14,28030,0.0000,187.73,-0.0814,2002310434AVP
Table 7,2005,3,31995,"Greensboro/High Point, NC",11995,GSO,71,427160,0.0000,180.85,0.0344,46,310180,0.0000,162.34,0.0192,25,116980,0.0000,229.93,0.0639,2005311995GSO
Table 7,2002,3,31895,"Great Falls, MT",12003,GTF,13,18920,0.0000,207.68,0.2924,1,5620,0.0000,166.45,0.5432,12,13300,0.0000,225.11,0.2300,2002312003GTF
Table 7,2004,3,31146,"Charleston/Dunbar, WV",11146,CRW,34,63190,0.0000,203.24,0.0037,18,35750,0.0000,187.36,0.0248,16,27440,0.0000,223.92,-0.0184,2004311146CRW
Table 7,2004,3,34685,"Savannah, GA",14685,SAV,59,334110,0.4988,155.39,-0.0676,23,127640,0.5476,138.84,-0.1588,36,206470,0.4686,165.62,-0.0121,2004314685SAV
Table 7,2002,2,32337,"Indianapolis, IN",12339,IND,97,1353530,0.5653,161.75,-0.0859,53,546980,0.4022,176.68,0.0869,44,806550,0.6759,151.62,-0.1879,2002212339IND
Table 7,2004,2,33316,"Omaha, NE",13871,OMA,76,756220,0.7415,164.65,-0.0455,20,223400,0.7172,157.44,0.0178,56,532820,0.7517,167.67,-0.0683,2004213871OMA
Table 7,2004,2,30408,"Appleton, WI",10408,ATW,33,62810,0.0000,190.73,0.0003,6,12240,0.0000,187.48,0.0509,27,50570,0.0000,191.51,-0.0110,2004210408ATW
Table 7,2002,3,31067,"Champaign/Urbana, IL",11067,CMI,13,10090,0.0000,178.10,0.1055,4,5670,0.0000,156.83,-0.0114,9,4420,0.0000,205.39,0.2503,2002311067CMI
Table 7,2005,3,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,25,34380,0.0000,214.90,0.0062,15,19240,0.0000,205.96,0.0270,10,15140,0.0000,226.26,-0.0167,2005313184MBS
Table 7,1996,3,31504,"Valparaiso, FL",15624,VPS,27,49950,0.0000,171.05,-0.0804,7,27160,0.0000,146.41,-0.1918,20,22790,0.0000,200.41,0.0450,1996315624VPS
Table 7,2004,1,31603,"Eugene, OR",11603,EUG,22,56210,0.0000,184.38,-0.1064,5,16430,0.0000,167.25,-0.2351,17,39780,0.0000,191.46,-0.0486,2004111603EUG
Table 7,2006,4,30285,"Durango, CO",11413,DRO,13,18110,0.0000,208.85,0.4266,7,13890,0.0000,196.96,0.6881,6,4220,0.0000,248.00,0.0155,2006411413DRO
Table 7,2005,2,30469,"Kalamazoo, MI",10469,AZO,28,48340,0.0000,204.62,0.0937,15,27790,0.0000,195.74,0.2009,13,20550,0.0000,216.64,-0.0138,2005210469AZO
Table 7,1996,4,30599,"Birmingham, AL",10599,BHM,70,473840,0.6567,150.28,-0.0836,43,361960,0.6996,127.56,-0.1670,27,111880,0.5178,223.81,0.1238,1996410599BHM
Table 7,1996,3,36101,"Yakima, WA",16101,YKM,8,11530,0.0000,111.65,-0.2639,4,7900,0.0000,94.92,-0.2617,4,3630,0.0000,148.08,-0.2671,1996316101YKM
Table 7,2004,4,33502,"Montrose/Delta, CO",13502,MTJ,8,4080,0.0000,279.24,0.3298,4,2040,0.0000,198.43,0.0172,4,2040,0.0000,360.05,0.6010,2004413502MTJ
Table 7,1999,3,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,147,963480,0.8316,109.23,-0.1723,28,727990,0.8628,85.63,-0.2246,119,235490,0.7349,182.19,-0.0823,1999310800BUR
Table 7,2005,1,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,157,5310200,0.6606,166.13,0.1236,97,3272870,0.6880,155.19,0.1355,60,2037330,0.6165,183.71,0.1078,2005110397ATL
Table 7,2003,2,32070,"Harrisburg, PA",13230,MDT,49,194240,0.0000,199.45,0.0886,20,83060,0.0000,204.74,0.2985,29,111180,0.0000,195.51,-0.0336,2003213230MDT
Table 7,2002,3,34252,"Pasco/Kennewick/Richland, WA",14252,PSC,16,38710,0.0000,178.85,-0.0369,7,22830,0.0000,144.17,-0.1782,9,15880,0.0000,228.70,0.1407,2002314252PSC
Table 7,2004,2,33264,"Medford, OR",13264,MFR,19,51350,0.0000,184.55,-0.0789,9,36890,0.0000,172.95,-0.0794,10,14460,0.0000,214.14,-0.0779,2004213264MFR
Table 7,1997,4,34570,"Reno, NV",14570,RNO,67,771580,0.7503,108.60,-0.3337,19,520160,0.9447,76.06,-0.4150,48,251420,0.3481,175.93,-0.2392,1997414570RNO
Table 7,2001,1,31884,"Spokane, WA",11884,GEG,51,481130,0.8764,122.84,-0.3054,9,280590,0.9530,83.33,-0.4044,42,200540,0.7693,178.12,-0.2206,2001111884GEG
Table 7,2001,3,31834,"Fayetteville, AR",15919,XNA,42,95530,0.0000,233.28,0.3429,12,41710,0.0000,237.67,0.6654,30,53820,0.0000,229.87,0.1625,2001315919XNA
Table 7,2005,2,34057,"Portland, OR",14057,PDX,117,2302200,0.7921,168.95,-0.0225,21,682360,0.7811,111.29,-0.1573,96,1619840,0.7967,193.24,0.0170,2005214057PDX
Table 7,2005,4,34986,"Sarasota/Bradenton, FL",14986,SRQ,48,233630,0.6910,156.67,-0.1256,4,37270,1.0000,149.84,-0.0826,44,196360,0.6323,157.97,-0.1330,2005414986SRQ
Table 7,1996,2,34922,"Salinas/Monterey, CA",13476,MRY,24,34770,0.0000,236.87,0.0188,7,13950,0.0000,101.94,-0.3675,17,20820,0.0000,327.27,0.1676,1996213476MRY
Table 7,1999,3,31267,"Dayton, OH",11267,DAY,70,409430,0.3631,183.26,-0.0134,36,223330,0.3232,185.45,0.1032,34,186100,0.4110,180.64,-0.1272,1999311267DAY
Table 7,1996,1,31986,"Grand Rapids, MI",11986,GRR,53,254090,0.0000,188.52,0.0387,28,91610,0.0000,208.88,0.3792,25,162480,0.0000,177.05,-0.1078,1996111986GRR
Table 7,2001,2,33244,"Memphis, TN",13244,MEM,86,808490,0.3328,207.64,0.2288,45,461970,0.4782,195.45,0.1917,41,346520,0.1390,223.89,0.2750,2001213244MEM
Table 7,2003,3,34986,"Sarasota/Bradenton, FL",14986,SRQ,29,123630,0.0000,143.39,-0.1324,2,16520,0.0000,154.39,-0.0513,27,107110,0.0000,141.69,-0.1447,2003314986SRQ
Table 7,1996,1,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,168,844810,0.6329,140.94,-0.1725,31,382100,0.8267,76.78,-0.3431,137,462710,0.4728,193.91,-0.0958,1996113891ONT
Table 7,1998,4,32441,"Jackson, WY",12441,JAC,15,12810,0.0000,212.31,0.0309,4,5350,0.0000,160.31,-0.1608,11,7460,0.0000,249.61,0.1521,1998412441JAC
Table 7,2001,3,33342,"Milwaukee, WI",13342,MKE,89,940830,0.2244,184.96,0.1141,39,348220,0.1476,196.61,0.3032,50,592610,0.2696,178.11,0.0182,2001313342MKE
Table 7,2000,1,31995,"Greensboro/High Point, NC",11995,GSO,60,395750,0.3937,211.62,0.1174,38,311500,0.4309,188.39,0.0866,22,84250,0.2561,297.49,0.1971,2000111995GSO
Table 7,1996,4,31603,"Eugene, OR",11603,EUG,30,86090,0.0000,154.42,-0.1795,7,42780,0.0000,119.85,-0.2933,23,43310,0.0000,188.58,-0.0873,1996411603EUG
Table 7,1998,4,31977,"Green Bay, WI",11977,GRB,35,85430,0.0000,202.23,0.1207,7,22800,0.0000,214.89,0.9039,28,62630,0.0000,197.62,-0.0362,1998411977GRB
Table 7,2003,1,33044,"Louisville, KY",14730,SDF,78,534960,0.6476,164.54,-0.0769,45,337220,0.6256,160.71,-0.0362,33,197740,0.6852,171.08,-0.1354,2003114730SDF
Table 7,2006,3,31123,"St. Louis, MO",15016,STL,110,2171100,0.6840,177.92,0.0444,53,1045290,0.5806,150.06,-0.0243,57,1125810,0.7801,203.80,0.0973,2006315016STL
Table 7,2005,3,31921,"Grand Junction, CO",11921,GJT,13,17690,0.1153,228.26,0.0542,7,10210,0.0000,222.57,0.0360,6,7480,0.2727,236.03,0.0786,2005311921GJT
Table 7,2006,4,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,13,7700,0.0000,258.74,-0.0100,8,5730,0.0000,221.26,-0.1469,5,1970,0.0000,367.76,0.3763,2006413795OAJ
Table 7,1998,1,31703,"New York City, NY (Metropolitan Area)",12391,ISP,131,127640,0.2932,173.24,-0.0231,54,21980,0.0000,218.09,0.7742,77,105660,0.3542,163.92,-0.1311,1998112391ISP
Table 7,2004,1,31834,"Fayetteville, AR",15919,XNA,49,127570,0.0000,265.62,0.4565,17,54640,0.0000,254.56,0.6328,32,72930,0.0000,273.90,0.3547,2004115919XNA
Table 7,2006,3,35412,"Knoxville, TN",15412,TYS,57,231640,0.0000,252.55,0.1523,31,119870,0.0000,238.40,0.1211,26,111770,0.0000,267.72,0.1837,2006315412TYS
Table 7,2003,1,30325,"Denver, CO",11292,DEN,139,3356350,0.6749,179.52,0.0494,31,858900,0.8977,151.99,0.0208,108,2497450,0.5983,188.99,0.0576,2003111292DEN
Table 7,2000,1,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,138,3151630,0.5908,155.93,-0.1885,38,727490,0.7389,129.82,-0.1886,100,2424140,0.5463,163.76,-0.1885,2000115304TPA
Table 7,2006,2,32896,"Lubbock, TX",12896,LBB,34,206510,0.8239,133.62,-0.1926,13,162660,0.8442,110.87,-0.2590,21,43850,0.7485,218.02,-0.0281,2006212896LBB
Table 7,1996,3,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,24,29220,0.0000,222.98,0.0904,20,25210,0.0000,215.17,0.0712,4,4010,0.0000,272.03,0.1967,1996315323TRI
Table 7,1997,3,31775,"Sioux Falls, SD",11775,FSD,41,106580,0.0000,167.66,-0.1834,9,33580,0.0000,166.53,-0.1671,32,73000,0.0000,168.18,-0.1906,1997311775FSD
Table 7,1997,1,31638,"Fresno, CA",11638,FAT,32,79770,0.0000,166.56,-0.2024,11,51650,0.0000,107.74,-0.3895,21,28120,0.0000,274.61,0.0237,1997111638FAT
Table 7,1996,2,31603,"Eugene, OR",11603,EUG,34,93090,0.0000,153.26,-0.1882,8,43400,0.0000,115.49,-0.3058,26,49690,0.0000,186.25,-0.1062,1996211603EUG
Table 7,2006,1,30599,"Birmingham, AL",10599,BHM,76,538440,0.7866,184.85,-0.0561,41,344840,0.7316,171.76,-0.0863,35,193600,0.8846,208.17,-0.0078,2006110599BHM
Table 7,2004,4,34653,"Tulsa, OK",15370,TUL,70,502200,0.7458,160.68,-0.0442,24,256160,0.7379,132.74,-0.1076,46,246040,0.7541,189.78,0.0079,2004415370TUL
Table 7,2001,1,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,37,129560,0.0000,223.29,0.1260,13,40230,0.0000,279.65,0.7553,24,89330,0.0000,197.91,-0.0832,2001110135ABE
