tbl,Year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2004,2,30666,"Bellingham, WA",10666,BLI,9,8690,0.0000,164.39,0.2796,1,2280,0.0000,115.32,0.8206,8,6410,0.0000,181.84,0.1992,2004210666BLI
Table 7,1998,1,31453,"Houston, TX",12266,IAH,131,2016910,0.0877,180.04,0.0387,38,607020,0.2584,112.32,-0.0866,93,1409890,0.0142,209.20,0.0727,1998112266IAH
Table 7,1999,2,30868,"Columbia, SC",10868,CAE,48,171150,0.0000,244.64,0.2003,29,121570,0.0000,220.20,0.1317,19,49580,0.0000,304.59,0.3448,1999210868CAE
Table 7,1998,2,30140,"Albuquerque, NM",10140,ABQ,86,1129720,0.7591,141.53,-0.2003,24,554110,0.9119,109.09,-0.2767,62,575610,0.6120,172.75,-0.1454,1998210140ABQ
Table 7,2001,2,31252,"Daytona Beach, FL",11252,DAB,26,70700,0.0000,151.92,-0.2247,5,17970,0.0000,155.06,-0.2030,21,52730,0.0000,150.85,-0.2320,2001211252DAB
Table 7,2004,3,33795,"Jacksonville/Camp Lejeune, NC",13795,OAJ,9,5320,0.0000,143.93,-0.3389,9,5320,0.0000,143.93,-0.3389,,,,,,2004313795OAJ
Table 7,2007,2,31641,"Fayetteville, NC",11641,FAY,28,32880,0.0000,268.71,0.4436,20,26560,0.0000,266.29,0.4540,8,6320,0.0000,278.88,0.4031,2007211641FAY
Table 7,2003,1,32600,"Little Rock, AR",12992,LIT,62,316620,0.7202,163.62,-0.0644,27,178750,0.7340,137.69,-0.1323,35,137870,0.7023,197.24,0.0068,2003112992LIT
Table 7,2004,2,30194,"Dallas/Fort Worth, TX",11298,DFW,164,4510520,0.3124,204.63,0.2548,58,1141520,0.3586,158.24,0.0732,106,3369000,0.2968,220.35,0.3087,2004211298DFW
Table 7,2001,3,33198,"Kansas City, MO",13198,MCI,106,1980350,0.6372,140.49,-0.1414,44,912670,0.5709,126.18,-0.1464,62,1067680,0.6940,152.72,-0.1379,2001313198MCI
Table 7,2004,4,30529,"Hartford, CT",10529,BDL,88,1391500,0.5892,159.59,-0.0103,31,349060,0.5380,142.80,0.0457,57,1042440,0.6064,165.22,-0.0254,2004410529BDL
Table 7,1997,2,32337,"Indianapolis, IN",12339,IND,97,1382470,0.3609,156.94,-0.1138,52,598130,0.3530,172.79,0.1484,45,784340,0.3670,144.85,-0.2662,1997212339IND
Table 7,2004,4,34524,"Richmond, VA",14524,RIC,68,447950,0.0000,209.03,0.3131,36,284430,0.0000,194.48,0.4008,32,163520,0.0000,234.34,0.2042,2004414524RIC
Table 7,2006,1,31135,"Myrtle Beach, SC",13577,MYR,41,161010,0.3700,165.84,-0.1455,22,111970,0.5321,152.39,-0.2087,19,49040,0.0000,196.54,-0.0048,2006113577MYR
Table 7,2005,2,33105,"Cincinnati, OH",11193,CVG,115,1262040,0.0000,200.02,0.2652,73,670970,0.0000,195.86,0.3641,42,591070,0.0000,204.75,0.1728,2005211193CVG
Table 7,2005,3,31695,"Flagstaff, AZ",11695,FLG,8,4250,0.0000,161.86,-0.1343,8,4250,0.0000,161.86,-0.1343,,,,,,2005311695FLG
Table 7,1999,2,30529,"Hartford, CT",10529,BDL,96,1242280,0.1187,204.75,0.1065,37,345230,0.0214,206.53,0.3787,59,897050,0.1561,204.07,0.0275,1999210529BDL
Table 7,2006,3,31267,"Dayton, OH",11267,DAY,65,493430,0.7155,182.33,-0.0958,37,259580,0.5628,175.45,-0.0513,28,233850,0.8851,189.97,-0.1373,2006311267DAY
Table 7,2003,3,30627,"Bismarck/Mandan, ND",10627,BIS,16,21550,0.0000,230.71,0.0919,3,8120,0.0000,203.86,0.1534,13,13430,0.0000,246.95,0.0635,2003310627BIS
Table 7,2006,3,32337,"Indianapolis, IN",12339,IND,97,1422780,0.8292,174.25,-0.1014,54,561690,0.7000,175.77,-0.0004,43,861090,0.9135,173.25,-0.1577,2006312339IND
Table 7,2006,2,32547,"Rochester, MN",14633,RST,12,16140,0.0000,230.29,0.2458,2,7570,0.0000,151.34,0.1256,10,8570,0.0000,300.03,0.3081,2006214633RST
Table 7,2001,4,32951,"Lafayette, LA",12951,LFT,18,19160,0.0000,181.81,-0.0146,4,8160,0.0000,186.92,0.1502,14,11000,0.0000,178.01,-0.1135,2001412951LFT
Table 7,2006,3,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,97,302530,0.8837,155.75,-0.1042,53,153030,0.8198,144.15,-0.0695,44,149500,0.9491,167.62,-0.1327,2006310874CAK
Table 7,1999,4,33377,"Monroe, LA",13377,MLU,20,22120,0.0000,193.77,0.1265,7,12350,0.0000,178.53,0.2893,13,9770,0.0000,213.04,-0.0064,1999413377MLU
Table 7,2002,1,30194,"Dallas/Fort Worth, TX",11298,DFW,153,3451970,0.2578,218.23,0.3072,58,997590,0.3273,151.41,0.0346,95,2454380,0.2295,245.39,0.3997,2002111298DFW
Table 7,2006,4,32124,"Hilton Head, SC",12124,HHH,12,7840,0.0000,236.88,0.3000,9,5320,0.0000,244.09,0.3768,3,2520,0.0000,221.67,0.1508,2006412124HHH
Table 7,2000,1,33029,"Lincoln, NE",13029,LNK,28,58240,0.0000,185.47,-0.1106,7,21820,0.0000,192.90,0.0066,21,36420,0.0000,181.01,-0.1721,2000113029LNK
Table 7,1997,3,33570,"San Diego, CA",14679,SAN,121,2536540,0.6831,153.52,-0.1480,21,1053760,0.9581,75.62,-0.3891,100,1482780,0.4876,208.89,-0.0518,1997314679SAN
Table 7,2000,3,30208,"Augusta, GA",10208,AGS,25,37360,0.0000,211.71,-0.0515,16,26400,0.0000,203.25,-0.0831,9,10960,0.0000,232.10,0.0230,2000310208AGS
Table 7,1996,1,30325,"Denver, CO",11292,DEN,135,2768380,0.2729,188.56,0.1230,36,797400,0.5185,130.81,-0.0386,99,1970980,0.1736,211.93,0.1722,1996111292DEN
Table 7,2000,3,33342,"Milwaukee, WI",13342,MKE,95,1122760,0.2557,195.68,0.0374,46,450320,0.1557,197.83,0.2140,49,672440,0.3227,194.25,-0.0562,2000313342MKE
Table 7,2006,2,30849,"Bozeman, MT",10849,BZN,31,63130,0.0000,258.11,0.1437,4,17030,0.0000,221.32,0.2587,27,46100,0.0000,271.70,0.1131,2006210849BZN
Table 7,1998,4,30577,"Binghamton, NY",10577,BGM,15,20750,0.0000,239.83,0.1115,4,6110,0.0000,224.77,0.1765,11,14640,0.0000,246.11,0.0886,1998410577BGM
Table 7,1996,4,31650,"Minneapolis/St. Paul, MN",13487,MSP,130,2289920,0.0517,223.99,0.4096,49,880660,0.1301,190.04,0.4184,81,1409260,0.0027,245.21,0.4054,1996413487MSP
Table 7,2000,1,31638,"Fresno, CA",11638,FAT,29,63080,0.0000,213.43,-0.1131,10,32950,0.0000,135.44,-0.3335,19,30130,0.0000,298.72,0.0608,2000111638FAT
Table 7,1997,2,30666,"Bellingham, WA",10666,BLI,8,12150,0.0000,122.38,-0.1508,1,2490,0.0000,71.62,-0.2368,7,9660,0.0000,135.46,-0.1376,1997210666BLI
Table 7,2004,3,30466,"Phoenix, AZ",14107,PHX,137,4184960,0.7299,139.55,-0.1052,30,1580210,0.9092,105.66,-0.1214,107,2604750,0.6211,160.11,-0.0985,2004314107PHX
Table 7,2002,4,30279,"Amarillo, TX",10279,AMA,32,128280,0.8658,125.44,-0.1222,9,92120,0.8967,103.02,-0.1992,23,36160,0.7871,182.56,0.0185,2002410279AMA
Table 7,1996,4,33377,"Monroe, LA",13377,MLU,14,16710,0.0000,171.66,0.0526,7,12510,0.0000,168.87,0.1303,7,4200,0.0000,179.98,-0.1170,1996413377MLU
Table 7,2000,1,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,104,128290,0.0000,194.19,-0.0702,8,25090,0.0000,112.60,-0.1111,96,103200,0.0000,214.02,-0.0647,2000112954LGB
Table 7,1999,1,32467,"Miami, FL (Metropolitan Area)",11697,FLL,146,2888670,0.6244,151.30,-0.2126,27,481890,0.8538,117.08,-0.1572,119,2406780,0.5785,158.16,-0.2202,1999111697FLL
Table 7,2004,4,34614,"Salt Lake City, UT",14869,SLC,95,1719160,0.8420,156.95,-0.0256,22,899570,0.9754,119.14,-0.0889,73,819590,0.6957,198.45,0.0212,2004414869SLC
Table 7,2000,3,30685,"Bloomington/Normal, IL",10685,BMI,36,83410,0.8015,157.45,-0.1570,10,39630,0.7181,149.40,-0.1208,26,43780,0.8769,164.74,-0.1845,2000310685BMI
Table 7,2003,1,31703,"New York City, NY (Metropolitan Area)",12197,HPN,149,125330,0.0000,265.57,0.6189,49,43680,0.0000,261.14,0.9013,100,81650,0.0000,267.94,0.5026,2003112197HPN
Table 7,1997,4,30198,"Pittsburgh, PA",14122,PIT,107,1252280,0.0090,222.49,0.4512,65,781920,0.0144,211.88,0.6327,42,470360,0.0000,240.13,0.2478,1997414122PIT
Table 7,2004,2,31986,"Grand Rapids, MI",11986,GRR,69,361050,0.0000,181.96,0.0411,35,153250,0.0000,184.99,0.1175,34,207800,0.0000,179.73,-0.0103,2004211986GRR
Table 7,2006,4,34576,"Rochester, NY",14576,ROC,67,505300,0.7663,160.54,-0.0335,32,270790,0.6692,143.77,0.1356,35,234510,0.8784,179.90,-0.1502,2006414576ROC
Table 7,2000,3,31603,"Eugene, OR",11603,EUG,29,92870,0.0000,172.63,-0.1709,7,44600,0.0000,136.47,-0.2777,22,48270,0.0000,206.04,-0.0884,2000311603EUG
Table 7,1997,3,33342,"Milwaukee, WI",13342,MKE,91,981210,0.0000,180.08,0.0381,41,357480,0.0000,190.28,0.2539,50,623730,0.0000,174.24,-0.0629,1997313342MKE
Table 7,1997,4,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,109,129780,0.1912,156.69,-0.0505,60,57570,0.0000,166.39,0.2051,49,72210,0.3437,148.96,-0.2013,1997410874CAK
Table 7,2006,1,30255,"Huntsville, AL",12217,HSV,51,158720,0.0000,272.21,0.3622,21,82570,0.0000,268.71,0.4855,30,76150,0.0000,276.01,0.2524,2006112217HSV
Table 7,2002,4,31834,"Fayetteville, AR",15919,XNA,46,111350,0.0000,236.89,0.3864,18,56620,0.0000,220.08,0.4659,28,54730,0.0000,254.29,0.3222,2002415919XNA
Table 7,2004,3,31703,"New York City, NY (Metropolitan Area)",12953,LGA,185,4998300,0.3520,162.76,0.2318,64,1714710,0.2115,149.62,0.4786,121,3283590,0.4254,169.61,0.1438,2004312953LGA
Table 7,1998,1,31637,"Fargo, ND",11637,FAR,18,37220,0.0000,214.90,-0.0219,4,15820,0.0000,182.35,-0.0551,14,21400,0.0000,238.96,-0.0021,1998111637FAR
Table 7,2004,2,34262,"Palm Springs, CA",14262,PSP,42,167020,0.0317,189.02,-0.0143,5,42170,0.0000,121.27,-0.1755,37,124850,0.0425,211.90,0.0244,2004214262PSP
Table 7,1999,4,33158,"Midland/Odessa, TX",13158,MAF,37,184280,0.9182,108.20,-0.2874,14,145650,0.9359,95.55,-0.3231,23,38630,0.8514,155.89,-0.1885,1999413158MAF
Table 7,2002,4,30198,"Pittsburgh, PA",14122,PIT,93,1209410,0.2848,186.33,0.2386,50,647030,0.1629,183.77,0.4386,43,562380,0.4249,189.29,0.0722,2002414122PIT
Table 7,1999,3,33485,"Madison, WI",13485,MSN,51,195090,0.0000,206.44,0.1081,15,56200,0.0000,210.73,0.3120,36,138890,0.0000,204.71,0.0407,1999313485MSN
Table 7,1999,2,30852,"Washington, DC (Metropolitan Area)",15715,WAS,11,250,0.0000,315.29,0.1934,1,20,0.0000,54.05,-0.6797,10,230,0.0000,338.00,0.2404,1999215715WAS
Table 7,2004,4,30140,"Albuquerque, NM",10140,ABQ,85,1045270,0.8299,158.25,-0.0338,23,467220,0.9486,129.23,-0.0803,62,578050,0.7340,181.70,-0.0049,2004410140ABQ
Table 7,1999,4,30994,"Charleston, SC",10994,CHS,60,267360,0.0000,217.04,0.1467,33,178240,0.0000,196.41,0.1086,27,89120,0.0000,258.31,0.2101,1999410994CHS
Table 7,2006,3,34489,"Bend/Redmond, OR",14489,RDM,24,62360,0.0000,190.56,-0.1141,7,26190,0.0000,167.06,-0.1978,17,36170,0.0000,207.58,-0.0568,2006314489RDM
Table 7,2003,2,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,15,20300,0.0000,179.38,-0.0978,5,10890,0.0000,136.54,-0.1943,10,9410,0.0000,228.95,-0.0165,2003214698SBP
Table 7,2000,2,35249,"Tallahassee, FL",15249,TLH,33,114620,0.0000,194.97,-0.0036,10,77030,0.0000,168.73,-0.1131,23,37590,0.0000,248.75,0.2030,2000215249TLH
Table 7,2006,4,31454,"Orlando, FL",13204,MCO,148,5872530,0.8834,148.54,-0.1397,33,701300,0.8680,142.92,-0.0471,115,5171230,0.8855,149.30,-0.1504,2006413204MCO
Table 7,1997,3,30852,"Washington, DC (Metropolitan Area)",11278,DCA,182,2650450,0.0000,193.57,0.3898,87,1587280,0.0000,179.00,0.8494,95,1063170,0.0000,215.33,0.0623,1997311278DCA
Table 7,1999,3,35048,"Sioux City, IA",15048,SUX,7,9160,0.0000,199.35,-0.1911,4,6900,0.0000,198.01,-0.1771,3,2260,0.0000,203.46,-0.2301,1999315048SUX
Table 7,2006,3,32457,"San Francisco, CA (Metropolitan Area)",14831,SJC,165,2295770,0.8788,167.01,-0.0340,26,1367400,0.9895,116.31,-0.0920,139,928370,0.7156,241.68,0.0118,2006314831SJC
Table 7,2006,3,30852,"Washington, DC (Metropolitan Area)",12264,IAD,178,2068090,0.5045,219.78,0.1936,79,709530,0.5171,164.17,0.2424,99,1358560,0.4979,248.83,0.1777,2006312264IAD
Table 7,1996,3,34100,"Philadelphia, PA",14100,PHL,141,2404900,0.1308,203.80,0.2249,74,1168030,0.0990,179.14,0.4165,67,1236870,0.1608,227.08,0.1128,1996314100PHL
Table 7,2004,3,30255,"Huntsville, AL",12217,HSV,55,180780,0.0000,216.64,0.2697,26,100230,0.0000,198.62,0.2673,29,80550,0.0000,239.05,0.2722,2004312217HSV
Table 7,2005,4,31648,"Kalispell, MT",11648,FCA,11,16370,0.0000,238.56,0.4282,2,6620,0.0000,205.06,0.5778,9,9750,0.0000,261.31,0.3595,2005411648FCA
Table 7,2004,3,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,75,1081930,0.5964,130.03,-0.1595,11,113890,0.8414,134.70,-0.0742,64,968040,0.5675,129.49,-0.1689,2004314027PBI
Table 7,2002,4,30424,"Wausau/Mosinee/Stevens Point, WI",11203,CWA,22,26920,0.0000,182.29,-0.0402,1,3250,0.0000,119.85,-0.3590,21,23670,0.0000,190.86,0.0028,2002411203CWA
Table 7,1997,2,31871,"Greenville/Spartanburg, SC",11996,GSP,55,241280,0.0720,215.91,0.2741,34,182150,0.0954,192.62,0.1999,21,59130,0.0000,287.66,0.4602,1997211996GSP
Table 7,1996,2,30868,"Columbia, SC",10868,CAE,48,165370,0.0000,181.32,0.0442,29,129150,0.0000,161.59,-0.0224,19,36220,0.0000,251.68,0.2370,1996210868CAE
Table 7,2002,2,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,181,1707380,0.4203,169.82,0.0084,25,772170,0.8309,95.03,-0.1841,156,935210,0.0813,231.57,0.0959,2002214908SNA
Table 7,1996,1,34689,"Santa Barbara, CA",14689,SBA,22,38220,0.0000,225.44,0.2121,6,15480,0.0000,125.51,0.5559,16,22740,0.0000,293.47,0.1389,1996114689SBA
Table 7,2001,2,30140,"Albuquerque, NM",10140,ABQ,84,1157260,0.7917,149.75,-0.1553,23,548790,0.9548,117.84,-0.2292,61,608470,0.6446,178.53,-0.1041,2001210140ABQ
Table 7,1997,1,30852,"Washington, DC (Metropolitan Area)",10821,BWI,169,2035060,0.5566,152.97,-0.1419,80,880500,0.4588,133.92,-0.0224,89,1154560,0.6312,167.50,-0.2014,1997110821BWI
Table 7,1998,1,33195,"Tampa, FL (Metropolitan Area)",15304,TPA,139,2583610,0.4288,153.77,-0.1658,38,632990,0.6466,117.61,-0.2283,101,1950620,0.3581,165.50,-0.1500,1998115304TPA
Table 7,1998,3,30977,"Chicago, IL",13232,MDW,161,2073970,0.7751,117.65,-0.2440,80,1018710,0.8291,95.71,-0.1895,81,1055260,0.7230,138.84,-0.2764,1998313232MDW
Table 7,2001,3,33256,"Mission/McAllen/Edinburg, TX",13256,MFE,30,77480,0.0000,168.23,-0.0224,6,35370,0.0000,116.29,-0.1656,24,42110,0.0000,211.86,0.0616,2001313256MFE
Table 7,2006,1,32884,"Lansing, MI",12884,LAN,35,82740,0.0000,186.32,-0.1035,15,25260,0.0000,211.13,-0.0117,20,57480,0.0000,175.41,-0.1455,2006112884LAN
Table 7,2005,4,30562,"Mobile, AL",13422,MOB,39,81820,0.0000,267.11,0.4072,9,31300,0.0000,239.32,0.4279,30,50520,0.0000,284.32,0.3966,2005413422MOB
Table 7,2000,1,30627,"Bismarck/Mandan, ND",10627,BIS,9,20340,0.0000,204.27,-0.0183,4,12970,0.0000,185.26,-0.0100,5,7370,0.0000,237.74,-0.0294,2000110627BIS
Table 7,1998,1,33244,"Memphis, TN",13244,MEM,88,642030,0.2710,224.15,0.2727,47,398840,0.3771,203.69,0.1946,41,243190,0.0970,257.69,0.3907,1998113244MEM
Table 7,2004,4,32575,"Los Angeles, CA (Metropolitan Area)",10800,BUR,161,983500,0.8721,123.90,-0.0373,25,694660,0.9562,100.39,-0.0911,136,288840,0.6697,180.44,0.0456,2004410800BUR
Table 7,1999,4,31295,"Detroit, MI",11295,DET,9,65960,0.0000,98.46,-0.1999,7,55920,0.0000,96.74,-0.1465,2,10040,0.0000,108.05,-0.3903,1999411295DET
Table 7,2006,2,31504,"Valparaiso, FL",15624,VPS,42,108640,0.0000,263.28,0.2244,11,47190,0.0000,236.34,0.1172,31,61450,0.0000,283.97,0.3043,2006215624VPS
Table 7,2002,2,34492,"Raleigh/Durham, NC",14492,RDU,107,1738100,0.6413,138.67,-0.1567,63,1186370,0.5724,117.04,-0.1940,44,551730,0.7895,185.18,-0.1002,2002214492RDU
Table 7,2000,3,35041,"Sun Valley/Hailey/Ketchum, ID",15041,SUN,12,24620,0.0000,187.55,-0.1113,8,22700,0.0000,157.76,-0.2344,4,1920,0.0000,539.81,0.9992,2000315041SUN
Table 7,2002,1,30627,"Bismarck/Mandan, ND",10627,BIS,11,21110,0.0000,210.66,0.0992,4,11310,0.0000,200.02,0.2264,7,9800,0.0000,222.93,-0.0075,2002110627BIS
Table 7,1996,4,32945,"Lexington, KY",12945,LEX,46,106400,0.0000,187.91,0.0924,26,72430,0.0000,174.92,0.0988,20,33970,0.0000,215.60,0.0814,1996412945LEX
Table 7,2007,2,30990,"Charlottesville, VA",10990,CHO,17,24950,0.0000,237.56,-0.0232,9,17160,0.0000,218.76,-0.0644,8,7790,0.0000,278.96,0.0570,2007210990CHO
Table 7,2007,3,35412,"Knoxville, TN",15412,TYS,53,238050,0.0000,230.49,0.0768,28,123050,0.0000,208.95,0.0402,25,115000,0.0000,253.54,0.1112,2007315412TYS
Table 7,2006,2,31624,"Key West, FL",11624,EYW,25,62580,0.0000,219.11,0.1390,4,11890,0.0000,187.80,0.0378,21,50690,0.0000,226.45,0.1611,2006211624EYW
Table 7,1999,4,34457,"Rapid City, SD",14457,RAP,17,34350,0.0000,201.79,0.0167,2,11900,0.0000,196.12,0.0931,15,22450,0.0000,204.79,-0.0182,1999414457RAP
Table 7,2006,3,30140,"Albuquerque, NM",10140,ABQ,89,1199850,0.8787,178.11,-0.0451,25,561120,0.9502,139.03,-0.1174,64,638730,0.8159,212.43,0.0020,2006310140ABQ
Table 7,2007,2,31895,"Great Falls, MT",12003,GTF,12,25140,0.0000,216.23,0.1468,2,7340,0.0000,235.10,0.5880,10,17800,0.0000,208.46,0.0155,2007212003GTF
Table 7,1996,3,31067,"Champaign/Urbana, IL",11067,CMI,24,20490,0.0000,201.42,0.1469,7,10350,0.0000,172.62,0.1828,17,10140,0.0000,230.82,0.1209,1996311067CMI
Table 7,2001,3,31973,"Gulfport/Biloxi, MS",11973,GPT,36,120660,0.7694,119.03,-0.2884,12,85440,0.8964,99.71,-0.3767,24,35220,0.4614,165.90,-0.1032,2001311973GPT
Table 7,1999,2,34108,"Peoria, IL",14108,PIA,31,54670,0.0000,190.11,-0.0552,8,16870,0.0000,211.83,0.2727,23,37800,0.0000,180.42,-0.1676,1999214108PIA
Table 7,2000,4,34711,"Philipsburg/State College, PA",14711,SCE,10,12020,0.0000,256.73,0.3340,6,7370,0.0000,249.91,0.5860,4,4650,0.0000,267.53,0.0800,2000414711SCE
Table 7,1999,3,32575,"Los Angeles, CA (Metropolitan Area)",12954,LGB,102,134250,0.0000,181.78,-0.0123,12,35570,0.0000,101.63,-0.1354,90,98680,0.0000,210.67,0.0127,1999312954LGB
Table 7,2000,4,32896,"Lubbock, TX",12896,LBB,40,220330,0.8854,113.60,-0.2535,16,176730,0.9262,96.19,-0.3067,24,43600,0.7202,184.18,-0.1087,2000412896LBB
Table 7,2001,4,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,39,112340,0.0000,202.64,0.1895,13,33290,0.0000,236.08,0.8002,26,79050,0.0000,188.55,0.0090,2001410135ABE
Table 7,2005,4,33244,"Memphis, TN",13244,MEM,81,696530,0.5446,218.90,0.2603,39,360680,0.5213,204.92,0.1970,42,335850,0.5696,233.91,0.3262,2005413244MEM
Table 7,2001,3,35249,"Tallahassee, FL",15249,TLH,31,91070,0.0000,188.41,-0.0057,10,62290,0.0000,172.80,-0.0903,21,28780,0.0000,222.18,0.1788,2001315249TLH
Table 7,1998,3,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,35,130120,0.1924,222.18,0.1664,13,53390,0.0000,233.84,0.5945,22,76730,0.3263,214.07,-0.0313,1998310135ABE
Table 7,1997,3,34262,"Palm Springs, CA",14262,PSP,28,60370,0.0000,184.95,-0.1012,6,16810,0.0000,101.52,-0.3252,22,43560,0.0000,217.14,-0.0439,1997314262PSP
Table 7,2001,2,31140,"Corpus Christi, TX",11140,CRP,47,149820,0.7129,143.13,-0.1820,10,88610,0.7835,106.57,-0.3021,37,61210,0.6107,196.05,-0.0539,2001211140CRP
Table 7,2006,2,33198,"Kansas City, MO",13198,MCI,111,2247180,0.7815,165.96,-0.1077,45,997780,0.7189,146.82,-0.1502,66,1249400,0.8315,181.25,-0.0778,2006213198MCI
Table 7,2007,4,34574,"Roanoke, VA",14574,ROA,34,78630,0.0000,235.74,0.1331,16,46200,0.0000,200.70,0.0654,18,32430,0.0000,285.66,0.2102,2007414574ROA
Table 7,1997,4,31146,"Charleston/Dunbar, WV",11146,CRW,33,61310,0.0000,227.58,0.1791,20,41030,0.0000,227.94,0.3455,13,20280,0.0000,226.85,-0.0578,1997411146CRW
Table 7,2001,1,33667,"Norfolk, VA (Metropolitan Area)",13931,ORF,82,421650,0.0000,216.59,0.0878,42,241860,0.0000,198.91,0.1302,40,179790,0.0000,240.38,0.0443,2001113931ORF
Table 7,1997,4,34321,"Portland, ME",14321,PWM,50,172430,0.0000,219.64,0.0970,17,61980,0.0000,188.87,0.1936,33,110450,0.0000,236.91,0.0586,1997414321PWM
Table 7,2005,3,30685,"Bloomington/Normal, IL",10685,BMI,31,62510,0.8547,155.15,-0.1639,8,27800,0.8673,145.42,-0.1004,23,34710,0.8447,162.95,-0.2041,2005310685BMI
Table 7,2005,1,31871,"Greenville/Spartanburg, SC",11996,GSP,59,250420,0.0000,181.74,0.0795,36,176120,0.0000,163.61,0.0304,23,74300,0.0000,224.71,0.1761,2005111996GSP
Table 7,2007,4,34711,"Philipsburg/State College, PA",14711,SCE,17,21090,0.0000,245.70,0.0994,6,6970,0.0000,284.16,0.5992,11,14120,0.0000,226.72,-0.0787,2007414711SCE
Table 7,1997,1,35380,"Traverse City, MI",15380,TVC,9,17570,0.0000,167.30,-0.1431,3,5330,0.0000,158.62,-0.1910,6,12240,0.0000,171.08,-0.1221,1997115380TVC
Table 7,2006,2,34489,"Bend/Redmond, OR",14489,RDM,23,50440,0.0000,197.00,-0.1551,6,23910,0.0000,157.75,-0.2873,17,26530,0.0000,232.36,-0.0470,2006214489RDM
Table 7,2007,1,32457,"San Francisco, CA (Metropolitan Area)",13796,OAK,141,2690500,0.9418,133.95,-0.1625,23,1884620,0.9940,105.67,-0.1595,118,805880,0.8197,200.10,-0.1661,2007113796OAK
Table 7,2005,1,32323,"Wilmington, NC",12323,ILM,35,77390,0.0000,152.81,-0.1681,22,57820,0.0000,143.50,-0.2007,13,19570,0.0000,180.31,-0.0799,2005112323ILM
Table 7,2007,3,32323,"Wilmington, NC",12323,ILM,50,147560,0.0000,193.86,-0.0850,29,95410,0.0000,180.76,-0.0934,21,52150,0.0000,217.84,-0.0718,2007312323ILM
Table 7,2001,1,30615,"El Paso, TX",11540,ELP,66,515250,0.8481,153.45,-0.1858,24,349400,0.8968,122.30,-0.2854,42,165850,0.7454,219.07,-0.0260,2001111540ELP
Table 7,1997,1,33495,"New Orleans, LA",13495,MSY,109,1545890,0.5209,147.49,-0.1280,43,794420,0.6651,106.93,-0.2793,66,751470,0.3684,190.37,-0.0037,1997113495MSY
Table 7,1996,3,31703,"New York City, NY (Metropolitan Area)",15070,SWF,152,164990,0.1219,205.83,0.1199,52,38890,0.0000,177.40,0.2308,100,126100,0.1595,214.61,0.0948,1996315070SWF
Table 7,2004,1,34952,"Springfield, IL",14952,SPI,21,24660,0.0000,150.34,-0.2565,6,11550,0.0000,130.24,-0.2895,15,13110,0.0000,168.06,-0.2322,2004114952SPI
Table 7,2000,4,30194,"Dallas/Fort Worth, TX",11259,DAL,141,1387190,0.9396,110.43,-0.1111,48,1230550,0.9892,91.02,-0.2005,93,156640,0.5499,262.99,0.2765,2000411259DAL
Table 7,2005,4,30325,"Denver, CO",11292,DEN,152,4549140,0.8030,180.48,0.0615,33,1163830,0.9009,152.57,-0.0156,119,3385310,0.7693,190.08,0.0850,2005411292DEN
Table 7,2002,2,30990,"Charlottesville, VA",10990,CHO,21,28080,0.0000,224.08,0.1708,11,19150,0.0000,204.47,0.1620,10,8930,0.0000,266.13,0.1856,2002210990CHO
Table 7,2000,2,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,81,1212310,0.2106,166.00,-0.1253,13,117060,0.0000,167.44,0.0421,68,1095250,0.2332,165.85,-0.1402,2000214027PBI
Table 7,2005,3,31703,"New York City, NY (Metropolitan Area)",12391,ISP,157,545860,0.9318,129.08,-0.1451,53,118300,0.8595,115.84,0.0467,104,427560,0.9517,132.74,-0.1813,2005312391ISP
Table 7,2006,4,34489,"Bend/Redmond, OR",14489,RDM,18,57200,0.0000,174.99,-0.1228,6,25710,0.0000,151.20,-0.2280,12,31490,0.0000,194.41,-0.0397,2006414489RDM
Table 7,1998,4,34922,"Salinas/Monterey, CA",13476,MRY,24,38130,0.0000,226.71,0.0410,9,16620,0.0000,109.81,-0.2288,15,21510,0.0000,317.04,0.1485,1998413476MRY
Table 7,2000,2,30279,"Amarillo, TX",10279,AMA,35,166950,0.8316,119.50,-0.2623,13,127910,0.8574,100.38,-0.3164,22,39040,0.7469,182.13,-0.1391,2000210279AMA
Table 7,2007,1,32884,"Lansing, MI",12884,LAN,32,72180,0.0000,171.10,-0.1759,15,20930,0.0000,206.23,-0.0235,17,51250,0.0000,156.75,-0.2396,2007112884LAN
